,Nom,trajet,steps,type,distance,time,vehicule_type,distance_autocar,duration_autocar
1318,Reims-Auxerre route 4,Reims;-Auxerre,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Sens"", 'Sens;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['118 km', '110 km', '61.7 km']","[1800, 3420, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",39697,3726
1319,Reims-Auxerre route 5,Reims;-Auxerre,"[""Paris Bercy Bourgogne - Pays d'Auvergne;-Auxerre Saint-Gervais""]",['TER'],['173 km'],[6180],['HEAVY_RAIL'],144225,6158
1320,Reims-Auxerre route 6,Reims;-Auxerre,"[""Reims;-Gare de l'Est"", ""Paris Bercy Bourgogne - Pays d'Auvergne;-Auxerre Saint-Gervais""]","['TGV INOUI', 'TER']","['146 km', '173 km']","[2820, 6180]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",11926,2567
1321,Reims-Brest route 1,Reims;-Brest,"[""Reims;-Gare de l'Est"", 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['146 km', '605 km']","[2820, 13860]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17726,3430
1322,Reims-Brest route 2,Reims;-Brest,"[""Champagne-Ardenne TGV;-Gare de l'Est"", 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['136 km', '605 km']","[2640, 13320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",20227,3633
1323,Reims-Brest route 3,Reims;-Brest,['Gare Montparnasse;-Brest Train Station'],['TGV INOUI'],['605 km'],[13140],['HIGH_SPEED_TRAIN'],154885,7121
1324,Reims-Brest route 4,Reims;-Brest,['Gare Montparnasse;-Brest Train Station'],['TGV INOUI'],['605 km'],[13140],['HIGH_SPEED_TRAIN'],154885,7121
1325,Reims-Brest route 5,Reims;-Brest,['Gare Montparnasse;-Brest Train Station'],['TGV INOUI'],['605 km'],[13140],['HIGH_SPEED_TRAIN'],154885,7121
1326,Reims-Brest route 6,Reims;-Brest,['Gare Montparnasse;-Brest Train Station'],['TGV INOUI'],['605 km'],[13140],['HIGH_SPEED_TRAIN'],154885,7121
1327,Reims-Le Havre route 1,Reims;-Le Havre,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['118 km', '227 km']","[1800, 7500]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",39266,3909
1328,Reims-Le Havre route 2,Reims;-Le Havre,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['118 km', '227 km']","[1800, 7500]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",39266,3909
1329,Reims-Le Havre route 3,Reims;-Le Havre,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Saint-Lazare;-Le Havre']","['TER', 'TGV INOUI', 'TER']","['7.7 km', '118 km', '227 km']","[540, 1800, 7500]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",35082,3354
1330,Reims-Le Havre route 4,Reims;-Le Havre,"[""Reims;-Gare de l'Est"", 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['146 km', '227 km']","[2820, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",9888,2067
1331,Reims-Le Havre route 5,Reims;-Le Havre,"[""Champagne-Ardenne TGV;-Gare de l'Est"", 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['136 km', '227 km']","[2640, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12389,2270
1332,Reims-Le Havre route 6,Reims;-Le Havre,"[""Champagne-Ardenne TGV;-Gare de l'Est"", 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['136 km', '227 km']","[2640, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12389,2270
1333,Reims-Lens route 1,Reims;-Lens,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'OUIGO', 'TER']","['141 km', '227 km', '38.7 km']","[3480, 4380, 2580]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",7140,1139
1334,Reims-Lens route 2,Reims;-Lens,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'OUIGO', 'TER']","['141 km', '227 km', '38.7 km']","[3480, 4380, 2580]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",7140,1139
1335,Reims-Lens route 3,Reims;-Lens,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'OUIGO', 'TER']","['141 km', '227 km', '38.7 km']","[3480, 4380, 2580]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",7140,1139
1336,Reims-Lens route 4,Reims;-Lens,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Lille Flandres', 'Lille Flandres;-Lens']","['TER', 'TGV INOUI', 'OUIGO', 'TER']","['7.7 km', '141 km', '227 km', '38.7 km']","[540, 3480, 4380, 2580]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",2956,584
1337,Reims-Lens route 5,Reims;-Lens,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'OUIGO', 'TER']","['141 km', '227 km', '38.7 km']","[3480, 4380, 2580]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",7140,1139
1338,Reims-Lens route 6,Reims;-Lens,"[""Champagne-Ardenne TGV;-Gare de l'Est"", 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['136 km', '199 km']","[2640, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",9547,1876
1339,Reims-Lille route 1,Reims;-Lille,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['118 km', '225 km']","[1800, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",46457,4105
1340,Reims-Lille route 2,Reims;-Lille,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Gare du Nord;-Lille Flandres']","['TER', 'TGV INOUI', 'TGV INOUI']","['7.7 km', '118 km', '225 km']","[540, 1800, 3780]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",42273,3550
1341,Reims-Lille route 3,Reims;-Lille,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Lille Flandres']","['TGV INOUI', 'OUIGO']","['141 km', '227 km']","[3480, 4380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18961,1802
1342,Reims-Lille route 4,Reims;-Lille,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lille Europe']","['TGV INOUI', 'TGV INOUI']","['118 km', '211 km']","[1800, 4620]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17765,1703
1343,Reims-Lille route 5,Reims;-Lille,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lille Europe']","['TGV INOUI', 'TGV INOUI']","['118 km', '211 km']","[1800, 4620]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17765,1703
1344,Reims-Lille route 6,Reims;-Lille,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Lille Flandres']","['TER', 'TGV INOUI', 'OUIGO']","['7.7 km', '141 km', '227 km']","[540, 3480, 4380]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",14777,1247
1345,Reims-Lyon route 1,Reims;-Lyon,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['118 km', '442 km']","[1800, 7020]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",24658,2401
1346,Reims-Lyon route 2,Reims;-Lyon,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['118 km', '442 km']","[1800, 7020]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",24658,2401
1347,Reims-Lyon route 3,Reims;-Lyon,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['118 km', '442 km']","[1800, 7020]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",24658,2401
1348,Reims-Lyon route 4,Reims;-Lyon,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['118 km', '442 km']","[1800, 7020]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",24658,2401
1349,Reims-Lyon route 5,Reims;-Lyon,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lyon Part Dieu']","['TER', 'TGV INOUI', 'TGV INOUI']","['7.7 km', '118 km', '442 km']","[540, 1800, 7020]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",20474,1846
1350,Reims-Lyon route 6,Reims;-Lyon,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lyon Part Dieu']","['TER', 'TGV INOUI', 'TGV INOUI']","['7.7 km', '118 km', '442 km']","[540, 1800, 7020]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",20474,1846
1351,Reims-Marseille route 1,Reims;-Marseille,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Marseille Saint-Charles']","['TGV INOUI', 'OUIGO']","['141 km', '739 km']","[3480, 12120]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",13445,1684
1352,Reims-Marseille route 2,Reims;-Marseille,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Marseille Saint-Charles']","['TGV INOUI', 'OUIGO']","['141 km', '739 km']","[3480, 12120]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",13445,1684
1353,Reims-Marseille route 3,Reims;-Marseille,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Marseille Saint-Charles']","['TER', 'TGV INOUI', 'OUIGO']","['7.7 km', '141 km', '739 km']","[540, 3480, 12120]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",9261,1129
1354,Reims-Marseille route 4,Reims;-Marseille,"[""Franchet d'Esperey;-Epernay"", ""Epernay;-Gare de l'Est"", 'Gare de Lyon;-Marseille Saint-Charles']","['TER', 'TER', 'FR']","['28.4 km', '141 km', '1,036 km']","[1800, 5040, 12000]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']",13947,2492
1355,Reims-Marseille route 5,Reims;-Marseille,"[""Reims;-Gare de l'Est"", 'Gare de Lyon;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['146 km', '747 km']","[2820, 12120]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",15630,2844
1356,Reims-Marseille route 6,Reims;-Marseille,"[""Reims;-Gare de l'Est"", 'Gare de Lyon;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['146 km', '747 km']","[2820, 12120]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",15630,2844
1357,Reims-Monaco route 1,Reims;-Monaco,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Marseille Saint-Charles']","['TGV INOUI', 'OUIGO']","['141 km', '739 km']","[3480, 12120]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",225762,9542
1358,Reims-Monaco route 2,Reims;-Monaco,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Marseille Saint-Charles']","['TGV INOUI', 'OUIGO']","['141 km', '739 km']","[3480, 12120]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",225762,9542
1359,Reims-Monaco route 3,Reims;-Monaco,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Marseille Saint-Charles']","['TER', 'TGV INOUI', 'OUIGO']","['7.7 km', '141 km', '739 km']","[540, 3480, 12120]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",221578,8987
1360,Reims-Monaco route 4,Reims;-Monaco,"[""Franchet d'Esperey;-Epernay"", ""Epernay;-Gare de l'Est"", 'Gare de Lyon;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TER', 'TER', 'FR', 'TER', 'TER']","['28.4 km', '141 km', '1,036 km', '193 km', '46.9 km']","[1800, 5040, 12000, 7740, 3720]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']",7498,1862
1361,Reims-Monaco route 5,Reims;-Monaco,"[""Reims;-Gare de l'Est"", 'Gare de Lyon;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TGV INOUI', 'TER']","['146 km', '938 km', '46.9 km']","[2820, 18300, 3660]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",9181,2214
1362,Reims-Monaco route 6,Reims;-Monaco,"[""Champagne-Ardenne TGV;-Gare de l'Est"", 'Gare de Lyon;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'OUIGO', 'TER']","['136 km', '938 km', '46.9 km']","[2640, 19080, 3660]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",11682,2417
1363,Reims-Montpellier route 1,Reims;-Montpellier,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI', 'AVE INT']","['118 km', '442 km', '314 km']","[1800, 7020, 6540]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",13061,2014
1364,Reims-Montpellier route 2,Reims;-Montpellier,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI', 'AVE INT']","['118 km', '544 km', '212 km']","[1800, 9720, 4380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",13061,2014
1365,Reims-Montpellier route 3,Reims;-Montpellier,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Montpellier Saint-Roch']","['TER', 'TGV INOUI', 'TGV INOUI', 'AVE INT']","['7.7 km', '118 km', '544 km', '212 km']","[540, 1800, 9720, 4380]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",8877,1459
1366,Reims-Montpellier route 4,Reims;-Montpellier,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI', 'AVE INT']","['118 km', '544 km', '212 km']","[1800, 9720, 4380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",13061,2014
1367,Reims-Montpellier route 5,Reims;-Montpellier,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Montpellier Sud de France']","['TGV INOUI', 'TGV INOUI']","['118 km', '748 km']","[1800, 13620]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",21676,2228
1368,Reims-Montpellier route 6,Reims;-Montpellier,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI', 'AVE INT']","['118 km', '544 km', '212 km']","[1800, 9720, 4380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",13061,2014
1369,Reims-Nantes route 1,Reims;-Nantes,"['Champagne-Ardenne TGV;-Le Mans', 'Le Mans;-Nantes']","['TGV INOUI', 'TGV INOUI']","['391 km', '184 km']","[9000, 4980]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",10631,1598
1370,Reims-Nantes route 2,Reims;-Nantes,"['Champagne-Ardenne TGV;-Le Mans', 'Le Mans;-Nantes']","['TGV INOUI', 'TGV INOUI']","['391 km', '184 km']","[9000, 4980]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",10631,1598
1371,Reims-Nantes route 3,Reims;-Nantes,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Le Mans', 'Le Mans;-Nantes']","['TER', 'TGV INOUI', 'TGV INOUI']","['7.7 km', '391 km', '184 km']","[540, 9000, 4980]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",6447,1043
1372,Reims-Nantes route 4,Reims;-Nantes,"[""Reims;-Gare de l'Est"", 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'TGV INOUI']","['146 km', '385 km']","[2820, 7320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18392,3677
1373,Reims-Nantes route 5,Reims;-Nantes,"[""Reims;-Gare de l'Est"", 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'TGV INOUI']","['146 km', '385 km']","[2820, 7320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18392,3677
1374,Reims-Nantes route 6,Reims;-Nantes,"[""Champagne-Ardenne TGV;-Gare de l'Est"", 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'TGV INOUI']","['136 km', '385 km']","[2640, 8580]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",20893,3880
1375,Reims-Nice route 1,Reims;-Nice,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TGV INOUI', 'OUIGO', 'TER']","['141 km', '739 km', '218 km']","[3480, 12120, 9125]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12345,1576
1376,Reims-Nice route 2,Reims;-Nice,"['Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TGV INOUI', 'OUIGO', 'TER']","['141 km', '739 km', '218 km']","[3480, 12120, 9125]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12345,1576
1377,Reims-Nice route 3,Reims;-Nice,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TER', 'TGV INOUI', 'OUIGO', 'TER']","['7.7 km', '141 km', '739 km', '218 km']","[540, 3480, 12120, 9125]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",8161,1021
1378,Reims-Nice route 4,Reims;-Nice,"[""Franchet d'Esperey;-Epernay"", ""Epernay;-Gare de l'Est"", 'Gare de Lyon;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TER', 'TER', 'FR', 'TER']","['28.4 km', '141 km', '1,036 km', '218 km']","[1800, 5040, 12000, 9240]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']",12847,2384
1379,Reims-Nice route 5,Reims;-Nice,"[""Reims;-Gare de l'Est"", 'Gare de Lyon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TGV INOUI', 'TGV INOUI', 'TER']","['146 km', '938 km', '25.1 km']","[2820, 18300, 1800]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14530,2736
1380,Reims-Nice route 6,Reims;-Nice,"[""Champagne-Ardenne TGV;-Gare de l'Est"", 'Gare de Lyon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TGV INOUI', 'OUIGO', 'TER']","['136 km', '938 km', '25.1 km']","[2640, 19080, 1620]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",17031,2939
1381,Reims-Paris Saint-Germain route 1,Reims;-Paris Saint-Germain,['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV'],['TGV INOUI'],['118 km'],[1800],['HIGH_SPEED_TRAIN'],40930,3116
1382,Reims-Paris Saint-Germain route 2,Reims;-Paris Saint-Germain,['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV'],['TGV INOUI'],['118 km'],[1800],['HIGH_SPEED_TRAIN'],40930,3116
1383,Reims-Paris Saint-Germain route 3,Reims;-Paris Saint-Germain,['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV'],['TGV INOUI'],['118 km'],[1800],['HIGH_SPEED_TRAIN'],40930,3116
1384,Reims-Paris Saint-Germain route 4,Reims;-Paris Saint-Germain,['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV'],['TGV INOUI'],['118 km'],[1800],['HIGH_SPEED_TRAIN'],40930,3116
1385,Reims-Paris Saint-Germain route 5,Reims;-Paris Saint-Germain,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV']","['TER', 'TGV INOUI']","['7.7 km', '118 km']","[540, 1800]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",36746,2561
1386,Reims-Paris Saint-Germain route 6,Reims;-Paris Saint-Germain,"[""Reims;-Gare de l'Est""]",['TGV INOUI'],['146 km'],[2820],['HIGH_SPEED_TRAIN'],18803,2470
1387,Reims-Rennes route 1,Reims;-Rennes,['Champagne-Ardenne TGV;-Rennes'],['TGV INOUI'],['553 km'],[11880],['HIGH_SPEED_TRAIN'],11757,1582
1388,Reims-Rennes route 2,Reims;-Rennes,['Champagne-Ardenne TGV;-Rennes'],['TGV INOUI'],['553 km'],[11880],['HIGH_SPEED_TRAIN'],11757,1582
1389,Reims-Rennes route 3,Reims;-Rennes,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Rennes']","['TER', 'TGV INOUI']","['7.7 km', '553 km']","[540, 11880]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",7573,1027
1390,Reims-Rennes route 4,Reims;-Rennes,['Champagne-Ardenne TGV;-Rennes'],['TGV INOUI'],['553 km'],[11880],['HIGH_SPEED_TRAIN'],11757,1582
1391,Reims-Rennes route 5,Reims;-Rennes,['Champagne-Ardenne TGV;-Rennes'],['TGV INOUI'],['553 km'],[11880],['HIGH_SPEED_TRAIN'],11757,1582
1392,Reims-Rennes route 6,Reims;-Rennes,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Rennes']","['TER', 'TGV INOUI']","['7.7 km', '553 km']","[540, 11880]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",7573,1027
1393,Reims-Strasbourg route 1,Reims;-Strasbourg,"['Champagne-Ardenne TGV;-Strasbourg', 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'TER']","['302 km', '3.2 km']","[4620, 240]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",6572,1043
1394,Reims-Strasbourg route 2,Reims;-Strasbourg,"['Champagne-Ardenne TGV;-Strasbourg', 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'TER']","['302 km', '3.2 km']","[4620, 240]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",6572,1043
1395,Reims-Strasbourg route 3,Reims;-Strasbourg,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Strasbourg', 'Strasbourg;-Krimmeri-Meinau']","['TER', 'TGV INOUI', 'TER']","['7.7 km', '302 km', '3.2 km']","[540, 4620, 240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",2388,488
1396,Reims-Strasbourg route 4,Reims;-Strasbourg,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Strasbourg', 'Strasbourg;-Krimmeri-Meinau']","['TER', 'TGV INOUI', 'TER']","['7.7 km', '302 km', '3.2 km']","[480, 4680, 180]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",2388,488
