,Nom,trajet,steps,type,distance,time,vehicule_type
552,Lille-Montpellier route 2,Lille;-Montpellier,"['Lille Flandres;-Gare du Nord', 'Gare de Lyon;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['225 km', '736 km']","[3900, 12540]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
553,Lille-Montpellier route 3,Lille;-Montpellier,"['Lille Flandres;-Gare du Nord', 'Gare de Lyon;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['225 km', '736 km']","[3900, 12540]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
554,Lille-Montpellier route 4,Lille;-Montpellier,"['Lille Europe;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['645 km', '314 km']","[10740, 6900]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
555,Lille-Montpellier route 5,Lille;-Montpellier,['Lille Europe;-Montpellier Saint-Roch'],['TGV INOUI'],['959 km'],[18600],['HIGH_SPEED_TRAIN']
556,Lille-Montpellier route 6,Lille;-Montpellier,['Lille Europe;-Montpellier Saint-Roch'],['TGV INOUI'],['959 km'],[18600],['HIGH_SPEED_TRAIN']
557,Lille-Nantes route 1,Lille;-Nantes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'TGV INOUI']","['225 km', '385 km']","[3900, 8340]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
558,Lille-Nantes route 2,Lille;-Nantes,"['Lille Europe;-Gare du Nord', 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'OUIGO']","['238 km', '385 km']","[5340, 7320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
559,Lille-Nantes route 3,Lille;-Nantes,"['Lille Flandres;-Charles de Gaulle Airport 2 TGV', 'Gare Montparnasse;-Nantes']","['OUIGO', 'OUIGO']","['203 km', '385 km']","[3480, 7320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
560,Lille-Nantes route 4,Lille;-Nantes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'TGV INOUI']","['225 km', '385 km']","[3900, 8580]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
561,Lille-Nantes route 5,Lille;-Nantes,['Lille Europe;-Nantes'],['TGV INOUI'],['660 km'],[14280],['HIGH_SPEED_TRAIN']
562,Lille-Nantes route 6,Lille;-Nantes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'TGV INOUI']","['225 km', '385 km']","[4020, 7620]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
563,Lille-Nice route 1,Lille;-Nice,"['Lille Flandres;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['OUIGO', 'TER']","['966 km', '218 km']","[16920, 9125]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
564,Lille-Nice route 2,Lille;-Nice,['Lille Flandres;-Marseille Saint-Charles'],['OUIGO'],['966 km'],[16920],['HIGH_SPEED_TRAIN']
565,Lille-Nice route 3,Lille;-Nice,"['Lille Flandres;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['OUIGO', 'TER']","['965 km', '218 km']","[17340, 9240]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
566,Lille-Nice route 4,Lille;-Nice,"['Lille Europe;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TGV INOUI', 'TER']","['965 km', '218 km']","[17280, 9240]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
567,Lille-Nice route 5,Lille;-Nice,"['Lille Flandres;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['OUIGO', 'TER']","['966 km', '218 km']","[18000, 9125]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
568,Lille-Nice route 6,Lille;-Nice,"['Lille Flandres;-Gare du Nord', 'Gare de Lyon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TGV INOUI', 'TGV INOUI', 'TER']","['225 km', '938 km', '25.1 km']","[3900, 18240, 1920]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
569,Lille-Paris Saint-Germain route 1,Lille;-Paris Saint-Germain,['Lille Flandres;-Gare du Nord'],['TGV INOUI'],['225 km'],[3900],['HIGH_SPEED_TRAIN']
570,Lille-Paris Saint-Germain route 2,Lille;-Paris Saint-Germain,['Lille Flandres;-Gare du Nord'],['TGV INOUI'],['225 km'],[3900],['HIGH_SPEED_TRAIN']
571,Lille-Paris Saint-Germain route 3,Lille;-Paris Saint-Germain,['Lille Europe;-Gare du Nord'],['TGV INOUI'],['238 km'],[5340],['HIGH_SPEED_TRAIN']
572,Lille-Paris Saint-Germain route 4,Lille;-Paris Saint-Germain,"['Lille Flandres;-Arras', 'Arras;-Gare du Nord']","['TER', 'TGV INOUI']","['58.9 km', '179 km']","[2100, 3060]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
573,Lille-Paris Saint-Germain route 5,Lille;-Paris Saint-Germain,['Lille Europe;-Gare du Nord'],['TGV INOUI'],['238 km'],[5340],['HIGH_SPEED_TRAIN']
574,Lille-Paris Saint-Germain route 6,Lille;-Paris Saint-Germain,['Lille Europe;-Charles de Gaulle Airport 2 TGV'],['TGV INOUI'],['203 km'],[3360],['HIGH_SPEED_TRAIN']
575,Lille-Reims route 1,Lille;-Reims,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Champagne-Ardenne TGV""]","['TGV INOUI', 'TGV INOUI']","['225 km', '136 km']","[3900, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
576,Lille-Reims route 2,Lille;-Reims,['Lille Europe;-Champagne-Ardenne TGV'],['TGV INOUI'],['341 km'],[6840],['HIGH_SPEED_TRAIN']
577,Lille-Reims route 3,Lille;-Reims,"['Lille Europe;-Champagne-Ardenne TGV', ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['TGV INOUI', 'TER']","['341 km', '7.7 km']","[6840, 420]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
578,Lille-Reims route 4,Lille;-Reims,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Champagne-Ardenne TGV""]","['TGV INOUI', 'TGV INOUI']","['225 km', '136 km']","[3900, 2340]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
579,Lille-Reims route 5,Lille;-Reims,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Champagne-Ardenne TGV"", ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['TGV INOUI', 'TGV INOUI', 'TER']","['225 km', '136 km', '7.7 km']","[3900, 2340, 420]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
580,Lille-Reims route 6,Lille;-Reims,"['Lille Europe;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Champagne-Ardenne TGV', ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['TGV INOUI', 'TGV INOUI', 'TER']","['203 km', '116 km', '7.7 km']","[3420, 1800, 420]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
581,Lille-Rennes route 1,Lille;-Rennes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['225 km', '356 km']","[3900, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
582,Lille-Rennes route 2,Lille;-Rennes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['225 km', '356 km']","[3900, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
583,Lille-Rennes route 3,Lille;-Rennes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['225 km', '356 km']","[3900, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
584,Lille-Rennes route 4,Lille;-Rennes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['225 km', '356 km']","[3900, 5280]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
585,Lille-Rennes route 5,Lille;-Rennes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['225 km', '356 km']","[3900, 5280]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
586,Lille-Rennes route 6,Lille;-Rennes,['Lille Europe;-Rennes'],['TGV INOUI'],['638 km'],[13800],['HIGH_SPEED_TRAIN']
587,Lille-Strasbourg route 1,Lille;-Strasbourg,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Strasbourg""]","['TGV INOUI', 'TGV INOUI']","['225 km', '438 km']","[3900, 6360]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
588,Lille-Strasbourg route 2,Lille;-Strasbourg,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Strasbourg""]","['TGV INOUI', 'TGV INOUI']","['225 km', '438 km']","[3900, 6360]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
589,Lille-Strasbourg route 3,Lille;-Strasbourg,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'TGV INOUI', 'TER']","['225 km', '438 km', '3.2 km']","[3900, 6360, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
590,Lille-Strasbourg route 4,Lille;-Strasbourg,"['Lille Europe;-Gare du Nord', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'ICE', 'TER']","['238 km', '438 km', '3.2 km']","[5340, 6360, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
591,Lille-Strasbourg route 5,Lille;-Strasbourg,"['Lille Flandres;-Charles de Gaulle Airport 2 TGV', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['OUIGO', 'ICE', 'TER']","['203 km', '438 km', '3.2 km']","[3480, 6360, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
592,Lille-Strasbourg route 6,Lille;-Strasbourg,"['Lille Europe;-Strasbourg', 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'TER']","['643 km', '3.2 km']","[12960, 240]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
593,Lille-Saint-Étienne route 1,Lille;-Saint-Étienne,"['Lille Flandres;-Lyon Saint-Exupéry TGV', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['OUIGO', 'TER']","['657 km', '59.8 km']","[10980, 2820]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
594,Lille-Saint-Étienne route 2,Lille;-Saint-Étienne,"['Lille Flandres;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['OUIGO', 'TER']","['645 km', '59.8 km']","[10980, 2820]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
595,Lille-Saint-Étienne route 3,Lille;-Saint-Étienne,"['Lille Europe;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TER']","['645 km', '59.8 km']","[10740, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
596,Lille-Saint-Étienne route 4,Lille;-Saint-Étienne,"['Lille Europe;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TER']","['645 km', '59.8 km']","[11040, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
597,Lille-Saint-Étienne route 5,Lille;-Saint-Étienne,"['Lille Europe;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TER']","['645 km', '59.8 km']","[11160, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
598,Lille-Saint-Étienne route 6,Lille;-Saint-Étienne,"['Lille Flandres;-Gare du Nord', 'Gare de Lyon;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TGV INOUI']","['225 km', '487 km']","[3960, 10380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
599,Lille-Toulouse route 1,Lille;-Toulouse,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['TGV INOUI', 'TGV INOUI', 'INTERCITES', 'TER']","['225 km', '542 km', '257 km', '3.9 km']","[3900, 8820, 8880, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']"
600,Lille-Toulouse route 2,Lille;-Toulouse,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI', 'INTERCITES']","['225 km', '542 km', '257 km']","[3900, 8820, 8880]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'LONG_DISTANCE_TRAIN']"
601,Lille-Toulouse route 3,Lille;-Toulouse,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI']","['225 km', '794 km']","[3900, 16980]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
602,Lille-Toulouse route 4,Lille;-Toulouse,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI']","['225 km', '794 km']","[4020, 16860]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
603,Lyon-Angers route 1,Lyon;-Angers,"['Lyon-Perrache;-Le Mans', 'Le Mans;-Angers Maître École']","['TGV INOUI', 'TER']","['625 km', '94.8 km']","[11700, 3300]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
604,Lyon-Angers route 2,Lyon;-Angers,"['Lyon Part Dieu;-Le Mans', 'Le Mans;-Angers Maître École']","['TGV INOUI', 'TER']","['620 km', '94.8 km']","[10800, 3300]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
605,Lyon-Angers route 3,Lyon;-Angers,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TGV INOUI', 'OUIGO']","['427 km', '298 km']","[6960, 4860]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
606,Lyon-Angers route 4,Lyon;-Angers,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['FR', 'OUIGO']","['431 km', '298 km']","[6960, 4860]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
607,Lyon-Angers route 5,Lyon;-Angers,"['Lyon Part Dieu;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Angers Saint-Laud']","['TGV INOUI', 'TGV INOUI']","['418 km', '346 km']","[6360, 7380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
608,Lyon-Angers route 6,Lyon;-Angers,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TGV INOUI', 'TGV INOUI']","['427 km', '298 km']","[6960, 4920]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
609,Lyon-Auxerre route 1,Lyon;-Auxerre,[],[],[],[],[]
610,Lyon-Auxerre route 2,Lyon;-Auxerre,"['Lyon Part Dieu;-Dijon', 'Dijon;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['192 km', '159 km', '19.4 km']","[6480, 5040, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
611,Lyon-Auxerre route 3,Lyon;-Auxerre,"['Lyon Part Dieu;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['TER', 'TER']","['352 km', '19.4 km']","[13380, 960]","['HEAVY_RAIL', 'HEAVY_RAIL']"
612,Lyon-Auxerre route 4,Lyon;-Auxerre,"['Lyon Part Dieu;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['TER', 'TER']","['352 km', '19.4 km']","[13380, 960]","['HEAVY_RAIL', 'HEAVY_RAIL']"
613,Lyon-Auxerre route 5,Lyon;-Auxerre,[],[],[],[],[]
614,Lyon-Auxerre route 6,Lyon;-Auxerre,[],[],[],[],[]
615,Lyon-Brest route 1,Lyon;-Brest,"['Lyon-Perrache;-Rennes', 'Rennes;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['788 km', '249 km']","[14640, 7680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
616,Lyon-Brest route 2,Lyon;-Brest,"['Lyon Part Dieu;-Rennes', 'Rennes;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['782 km', '249 km']","[13740, 7680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
617,Lyon-Brest route 3,Lyon;-Brest,"['Lyon-Perrache;-Rennes', 'Rennes;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['788 km', '249 km']","[14640, 7680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
618,Lyon-Brest route 4,Lyon;-Brest,"['Lyon Part Dieu;-Rennes', 'Rennes;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['782 km', '249 km']","[13740, 7680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
619,Lyon-Brest route 5,Lyon;-Brest,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['427 km', '605 km']","[7440, 13320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
620,Lyon-Brest route 6,Lyon;-Brest,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['427 km', '605 km']","[6960, 13140]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
621,Lyon-Le Havre route 1,Lyon;-Le Havre,"['Lyon Saint-Exupéry TGV;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['FR', 'TER']","['440 km', '227 km']","[6780, 7500]","['HEAVY_RAIL', 'HEAVY_RAIL']"
622,Lyon-Le Havre route 2,Lyon;-Le Havre,['Lyon Part Dieu;-Gare de Lyon'],['TGV INOUI'],['427 km'],[6960],['HIGH_SPEED_TRAIN']
623,Lyon-Le Havre route 3,Lyon;-Le Havre,"['Lyon Saint-Exupéry TGV;-Marne-la-Vallée - Chessy', 'Saint-Lazare;-Le Havre']","['OUIGO', 'TER']","['430 km', '227 km']","[6180, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
624,Lyon-Le Havre route 4,Lyon;-Le Havre,['Lyon Saint-Exupéry TGV;-Marne-la-Vallée - Chessy'],['OUIGO'],['430 km'],[6180],['HIGH_SPEED_TRAIN']
625,Lyon-Le Havre route 5,Lyon;-Le Havre,"['Lyon Part Dieu;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['FR', 'TER']","['431 km', '227 km']","[6960, 7860]","['HEAVY_RAIL', 'HEAVY_RAIL']"
626,Lyon-Le Havre route 6,Lyon;-Le Havre,"['Lyon Part Dieu;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['427 km', '227 km']","[6960, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
627,Lyon-Lens route 1,Lyon;-Lens,"['Lyon Saint-Exupéry TGV;-Lille Flandres', 'Lille Flandres;-Lens']","['OUIGO', 'TER']","['657 km', '38.7 km']","[10800, 2580]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
628,Lyon-Lens route 2,Lyon;-Lens,"['Lyon Saint-Exupéry TGV;-Lille Flandres', 'Lille Flandres;-Lens']","['OUIGO', 'TER']","['657 km', '38.7 km']","[10800, 2580]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
629,Lyon-Lens route 3,Lyon;-Lens,"['Lyon Saint-Exupéry TGV;-Lille Flandres', 'Lille Flandres;-Lens']","['OUIGO', 'TER']","['657 km', '38.7 km']","[10800, 2580]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
630,Lyon-Lens route 4,Lyon;-Lens,"['Lyon Saint-Exupéry TGV;-Gare de Lyon', 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['OUIGO', 'TGV INOUI', 'TER']","['439 km', '225 km', '38.7 km']","[6780, 3780, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
631,Lyon-Lens route 5,Lyon;-Lens,"['Lyon-Perrache;-Gare de Lyon', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['432 km', '199 km']","[8280, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
632,Lyon-Lens route 6,Lyon;-Lens,"['Lyon-Perrache;-Gare de Lyon', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['432 km', '199 km']","[8280, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
633,Lyon-Lille route 1,Lyon;-Lille,['Lyon Saint-Exupéry TGV;-Lille Flandres'],['OUIGO'],['657 km'],[10800],['HIGH_SPEED_TRAIN']
634,Lyon-Lille route 2,Lyon;-Lille,"['Lyon Saint-Exupéry TGV;-Gare de Lyon', 'Gare du Nord;-Lille Flandres']","['OUIGO', 'TGV INOUI']","['439 km', '225 km']","[6780, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
635,Lyon-Lille route 3,Lyon;-Lille,['Lyon Part Dieu;-Lille Europe'],['TGV INOUI'],['645 km'],[10680],['HIGH_SPEED_TRAIN']
636,Lyon-Lille route 4,Lyon;-Lille,"['Lyon Saint-Exupéry TGV;-Gare de Lyon', 'Gare du Nord;-Lille Flandres']","['OUIGO', 'TGV INOUI']","['439 km', '225 km']","[6780, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
637,Lyon-Lille route 5,Lyon;-Lille,['Lyon Part Dieu;-Lille Europe'],['TGV INOUI'],['645 km'],[10680],['HIGH_SPEED_TRAIN']
638,Lyon-Lille route 6,Lyon;-Lille,['Lyon Saint-Exupéry TGV;-Lille Flandres'],['OUIGO'],['657 km'],[11700],['HIGH_SPEED_TRAIN']
639,Lyon-Marseille route 1,Lyon;-Marseille,['Lyon Part Dieu;-Marseille Saint-Charles'],['TGV INOUI'],['320 km'],[6240],['HIGH_SPEED_TRAIN']
640,Lyon-Marseille route 2,Lyon;-Marseille,['Lyon Part Dieu;-Marseille Saint-Charles'],['TGV INOUI'],['320 km'],[6240],['HIGH_SPEED_TRAIN']
641,Lyon-Marseille route 3,Lyon;-Marseille,"['Lyon Saint-Exupéry TGV;-Nîmes', 'Nîmes;-Marseille Saint-Charles']","['OUIGO', 'INTERCITES']","['248 km', '126 km']","[3960, 4260]","['HIGH_SPEED_TRAIN', 'LONG_DISTANCE_TRAIN']"
642,Lyon-Marseille route 4,Lyon;-Marseille,"['Lyon Saint-Exupéry TGV;-Aix-en-Provence TGV', 'Aix-en-Provence TGV;-Marseille Saint-Charles']","['OUIGO', 'TGV INOUI']","['290 km', '19.4 km']","[3840, 720]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
643,Lyon-Marseille route 5,Lyon;-Marseille,"['Lyon Saint-Exupéry TGV;-Aix-en-Provence TGV', 'Aix-en-Provence TGV;-Marseille Saint-Charles']","['OUIGO', 'TGV INOUI']","['290 km', '19.4 km']","[3840, 720]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
644,Lyon-Marseille route 6,Lyon;-Marseille,['Lyon Part Dieu;-Marseille Saint-Charles'],['TGV INOUI'],['325 km'],[6960],['HIGH_SPEED_TRAIN']
645,Lyon-Monaco route 1,Lyon;-Monaco,"['Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TER', 'TER']","['320 km', '193 km', '46.9 km']","[6240, 7620, 3780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
646,Lyon-Monaco route 2,Lyon;-Monaco,"['Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TER', 'TER']","['320 km', '193 km', '46.9 km']","[6240, 7620, 3780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
647,Lyon-Monaco route 3,Lyon;-Monaco,"['Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TER', 'TER']","['320 km', '193 km', '46.9 km']","[6240, 7620, 3780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
648,Lyon-Monaco route 4,Lyon;-Monaco,"['Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TER', 'TER']","['320 km', '193 km', '46.9 km']","[6240, 7620, 3780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
649,Lyon-Monaco route 5,Lyon;-Monaco,"['Lyon Saint-Exupéry TGV;-Toulon', 'Toulon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['OUIGO', 'TGV INOUI', 'TER']","['373 km', '157 km', '16.0 km']","[7620, 6420, 1380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
650,Lyon-Monaco route 6,Lyon;-Monaco,"['Lyon Saint-Exupéry TGV;-Toulon', 'Toulon;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['OUIGO', 'TGV INOUI', 'TER']","['373 km', '126 km', '46.9 km']","[7620, 4320, 3660]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
651,Lyon-Montpellier route 1,Lyon;-Montpellier,['Lyon Saint-Exupéry TGV;-Montpellier Saint-Roch'],['OUIGO'],['297 km'],[5700],['HIGH_SPEED_TRAIN']
652,Lyon-Montpellier route 2,Lyon;-Montpellier,['Lyon Part Dieu;-Montpellier Saint-Roch'],['TGV INOUI'],['314 km'],[6780],['HIGH_SPEED_TRAIN']
653,Lyon-Montpellier route 3,Lyon;-Montpellier,['Lyon Part Dieu;-Montpellier Saint-Roch'],['TGV INOUI'],['314 km'],[6780],['HIGH_SPEED_TRAIN']
